Group,Subgroup,Emoji,Title,DescribedBy,URL
symbols,Arrows & AV,🔅,Dim Button,dim-button,/dim-button
symbols,Arrows & AV,🔆,Bright Button,bright-button,/bright-button
symbols,Arrows & AV,📶,Antenna Bars,antenna-bars,/antenna-bars
symbols,Arrows & AV,🛜,Wireless,wireless,/wireless
symbols,Arrows & AV,📳,Vibration Mode,vibration-mode,/vibration-mode
symbols,Arrows & AV,📴,Mobile Phone Off,mobile-phone-off,/mobile-phone-off
symbols,Identity & Beliefs,🛐,Place of Worship,place-of-worship,/place-of-worship
symbols,Identity & Beliefs,🕉️,Om,om,/om
symbols,Identity & Beliefs,✡️,Star of David,star-of-david,/star-of-david
symbols,Identity & Beliefs,☸️,Wheel of Dharma,wheel-of-dharma,/wheel-of-dharma
symbols,Identity & Beliefs,☯️,Yin Yang,yin-yang,/yin-yang
symbols,Identity & Beliefs,✝️,Latin Cross,latin-cross,/latin-cross
symbols,Identity & Beliefs,☦️,Orthodox Cross,orthodox-cross,/orthodox-cross
symbols,Identity & Beliefs,☪️,Star and Crescent,star-and-crescent,/star-and-crescent
symbols,Identity & Beliefs,☮️,Peace Symbol,peace-symbol,/peace-symbol
symbols,Identity & Beliefs,🕎,Menorah,menorah,/menorah
symbols,Identity & Beliefs,🔯,Dotted Six-Pointed Star,dotted-six-pointed-star,/dotted-six-pointed-star
symbols,Identity & Beliefs,🪯,Khanda,khanda,/khanda
symbols,Identity & Beliefs,♈,Aries,aries,/aries
symbols,Identity & Beliefs,♉,Taurus,taurus,/taurus
symbols,Identity & Beliefs,♊,Gemini,gemini,/gemini
symbols,Identity & Beliefs,♋,Cancer,cancer,/cancer
symbols,Identity & Beliefs,♌,Leo,leo,/leo
symbols,Identity & Beliefs,♍,Virgo,virgo,/virgo
symbols,Identity & Beliefs,♎,Libra,libra,/libra
symbols,Identity & Beliefs,♏,Scorpio,scorpio,/scorpio
symbols,Identity & Beliefs,♐,Sagittarius,sagittarius,/sagittarius
symbols,Identity & Beliefs,♑,Capricorn,capricorn,/capricorn
symbols,Identity & Beliefs,♒,Aquarius,aquarius,/aquarius
symbols,Identity & Beliefs,♓,Pisces,pisces,/pisces
symbols,Identity & Beliefs,⛎,Ophiuchus,ophiuchus,/ophiuchus
symbols,Identity & Beliefs,♀️,Female Sign,female-sign,/female-sign
symbols,Identity & Beliefs,♂️,Male Sign,male-sign,/male-sign
symbols,Identity & Beliefs,⚧️,Transgender Symbol,transgender-symbol,/transgender-symbol
symbols,Alphanumeric,✖️,Multiply,multiply,/multiply
symbols,Alphanumeric,➕,Plus,plus,/plus
symbols,Alphanumeric,➖,Minus,minus,/minus
symbols,Alphanumeric,➗,Divide,divide,/divide
symbols,Alphanumeric,🟰,Heavy Equals Sign,heavy-equals-sign,/heavy-equals-sign
symbols,Alphanumeric,♾️,Infinity,infinity,/infinity
symbols,Alphanumeric,‼️,Double Exclamation Mark,double-exclamation-mark,/double-exclamation-mark
symbols,Alphanumeric,⁉️,Exclamation Question Mark,exclamation-question-mark,/exclamation-question-mark
symbols,Alphanumeric,❓,Red Question Mark,question-mark,/question-mark
symbols,Alphanumeric,❔,White Question Mark,white-question-mark,/white-question-mark
symbols,Alphanumeric,❕,White Exclamation Mark,white-exclamation-mark,/white-exclamation-mark
symbols,Alphanumeric,❗,Red Exclamation Mark,exclamation-mark,/exclamation-mark
symbols,Alphanumeric,〰️,Wavy Dash,wavy-dash,/wavy-dash
symbols,Alphanumeric,💱,Currency Exchange,currency-exchange,/currency-exchange
symbols,Alphanumeric,💲,Heavy Dollar Sign,heavy-dollar-sign,/heavy-dollar-sign
symbols,Alphanumeric,#️⃣,Keycap Number Sign,keycap-number-sign,/keycap-number-sign
symbols,Alphanumeric,*️⃣,Keycap Asterisk,keycap-asterisk,/keycap-asterisk
symbols,Alphanumeric,0️⃣,Keycap Digit Zero,keycap-digit-zero,/keycap-digit-zero
symbols,Alphanumeric,1️⃣,Keycap Digit One,keycap-digit-one,/keycap-digit-one
symbols,Alphanumeric,2️⃣,Keycap Digit Two,keycap-digit-two,/keycap-digit-two
symbols,Alphanumeric,3️⃣,Keycap Digit Three,keycap-digit-three,/keycap-digit-three
symbols,Alphanumeric,4️⃣,Keycap Digit Four,keycap-digit-four,/keycap-digit-four
symbols,Alphanumeric,5️⃣,Keycap Digit Five,keycap-digit-five,/keycap-digit-five
symbols,Alphanumeric,6️⃣,Keycap Digit Six,keycap-digit-six,/keycap-digit-six
symbols,Alphanumeric,7️⃣,Keycap Digit Seven,keycap-digit-seven,/keycap-digit-seven
symbols,Alphanumeric,8️⃣,Keycap Digit Eight,keycap-digit-eight,/keycap-digit-eight
symbols,Alphanumeric,9️⃣,Keycap Digit Nine,keycap-digit-nine,/keycap-digit-nine
symbols,Alphanumeric,🔟,Keycap: 10,keycap-10,/keycap-10
symbols,Alphanumeric,🔠,Input Latin Uppercase,input-latin-uppercase,/input-latin-uppercase
symbols,Alphanumeric,🔡,Input Latin Lowercase,input-latin-lowercase,/input-latin-lowercase
symbols,Alphanumeric,🔢,Input Numbers,input-numbers,/input-numbers
symbols,Alphanumeric,🔣,Input Symbols,input-symbols,/input-symbols
symbols,Alphanumeric,🔤,Input Latin Letters,input-latin-letters,/input-latin-letters
symbols,Alphanumeric,🅰️,A Button (Blood Type),a-button-blood-type,/a-button-blood-type
symbols,Alphanumeric,🆎,AB Button (Blood Type),ab-button-blood-type,/ab-button-blood-type
symbols,Alphanumeric,🅱️,B Button (Blood Type),b-button-blood-type,/b-button-blood-type
symbols,Alphanumeric,🆑,CL Button,cl-button,/cl-button
symbols,Alphanumeric,🆒,Cool Button,cool-button,/cool-button
symbols,Alphanumeric,🆓,Free Button,free-button,/free-button
symbols,Alphanumeric,ℹ️,Information,information,/information
symbols,Alphanumeric,🆔,ID Button,id-button,/id-button
symbols,Alphanumeric,Ⓜ️,Circled M,circled-m,/circled-m
symbols,Alphanumeric,🆕,New Button,new-button,/new-button
symbols,Alphanumeric,🆖,NG Button,ng-button,/ng-button
symbols,Alphanumeric,🅾️,O Button (Blood Type),o-button-blood-type,/o-button-blood-type
symbols,Alphanumeric,🆗,OK Button,ok-button,/ok-button
symbols,Alphanumeric,🆘,SOS Button,sos-button,/sos-button
symbols,Alphanumeric,🆙,Up! Button,up-button,/up-button
symbols,Alphanumeric,🆚,Vs Button,vs-button,/vs-button
symbols,Alphanumeric,🈁,Japanese “Here” Button,japanese-here-button,/japanese-here-button
symbols,Alphanumeric,🈂️,Japanese “Service Charge” Button,japanese-service-charge-button,/japanese-service-charge-button
symbols,Alphanumeric,🈷️,Japanese “Monthly Amount” Button,japanese-monthly-amount-button,/japanese-monthly-amount-button
symbols,Alphanumeric,🈶,Japanese “Not Free of Charge” Button,japanese-not-free-of-charge-button,/japanese-not-free-of-charge-button
symbols,Alphanumeric,🈯,Japanese “Reserved” Button,japanese-reserved-button,/japanese-reserved-button
symbols,Alphanumeric,🉐,Japanese “Bargain” Button,japanese-bargain-button,/japanese-bargain-button
symbols,Alphanumeric,🈹,Japanese “Discount” Button,japanese-discount-button,/japanese-discount-button
symbols,Alphanumeric,🈚,Japanese “Free of Charge” Button,japanese-free-of-charge-button,/japanese-free-of-charge-button
symbols,Alphanumeric,🈲,Japanese “Prohibited” Button,japanese-prohibited-button,/japanese-prohibited-button
symbols,Alphanumeric,🉑,Japanese “Acceptable” Button,japanese-acceptable-button,/japanese-acceptable-button
symbols,Alphanumeric,🈸,Japanese “Application” Button,japanese-application-button,/japanese-application-button
symbols,Alphanumeric,🈴,Japanese “Passing Grade” Button,japanese-passing-grade-button,/japanese-passing-grade-button
symbols,Alphanumeric,🈳,Japanese “Vacancy” Button,japanese-vacancy-button,/japanese-vacancy-button
symbols,Alphanumeric,㊗️,Japanese “Congratulations” Button,japanese-congratulations-button,/japanese-congratulations-button
symbols,Alphanumeric,㊙️,Japanese “Secret” Button,japanese-secret-button,/japanese-secret-button
symbols,Alphanumeric,🈺,Japanese “Open for Business” Button,japanese-open-for-business-button,/japanese-open-for-business-button
symbols,Alphanumeric,🈵,Japanese “No Vacancy” Button,japanese-no-vacancy-button,/japanese-no-vacancy-button
symbols,Other Symbols,⚕️,Medical Symbol,medical-symbol,/medical-symbol
symbols,Other Symbols,♻️,Recycling Symbol,recycling-symbol,/recycling-symbol
symbols,Other Symbols,⚜️,Fleur-de-lis,fleur-de-lis,/fleur-de-lis
symbols,Other Symbols,📛,Name Badge,name-badge,/name-badge
symbols,Other Symbols,🔰,Japanese Symbol for Beginner,japanese-symbol-for-beginner,/japanese-symbol-for-beginner
symbols,Other Symbols,⭕,Hollow Red Circle,hollow-red-circle,/hollow-red-circle
symbols,Other Symbols,✅,Check Mark Button,check-mark-button,/check-mark-button
symbols,Other Symbols,☑️,Check Box with Check,check-box-with-check,/check-box-with-check
symbols,Other Symbols,✔️,Check Mark,check-mark,/check-mark
symbols,Other Symbols,❌,Cross Mark,cross-mark,/cross-mark
symbols,Other Symbols,❎,Cross Mark Button,cross-mark-button,/cross-mark-button
symbols,Other Symbols,➰,Curly Loop,curly-loop,/curly-loop
symbols,Other Symbols,➿,Double Curly Loop,double-curly-loop,/double-curly-loop
symbols,Other Symbols,〽️,Part Alternation Mark,part-alternation-mark,/part-alternation-mark
symbols,Other Symbols,✳️,Eight-Spoked Asterisk,eight-spoked-asterisk,/eight-spoked-asterisk
symbols,Other Symbols,✴️,Eight-Pointed Star,eight-pointed-star,/eight-pointed-star
symbols,Other Symbols,❇️,Sparkle,sparkle,/sparkle
symbols,Other Symbols,©️,Copyright,copyright,/copyright
symbols,Other Symbols,®️,Registered,registered,/registered
symbols,Other Symbols,™️,Trade Mark,trade-mark,/trade-mark
flags,Color & Identity,🏁,Chequered Flag,chequered-flag,/chequered-flag
flags,Color & Identity,🚩,Triangular Flag,triangular-flag,/triangular-flag
flags,Color & Identity,🎌,Crossed Flags,crossed-flags,/crossed-flags
flags,Color & Identity,🏴,Black Flag,black-flag,/black-flag
flags,Color & Identity,🏳️,White Flag,white-flag,/white-flag
flags,Color & Identity,🏳️‍🌈,Rainbow Flag,rainbow-flag,/rainbow-flag
flags,Color & Identity,🏳️‍⚧️,Transgender Flag,transgender-flag,/transgender-flag
flags,Color & Identity,🏴‍☠️,Pirate Flag,pirate-flag,/pirate-flag
flags,Color & Identity,🇺🇳,Flag: United Nations,flag-united-nations,/flag-united-nations
flags,Africa,🇦🇴,Flag: Angola,flag-angola,/flag-angola
flags,Africa,🇧🇫,Flag: Burkina Faso,flag-burkina-faso,/flag-burkina-faso
flags,Africa,🇧🇮,Flag: Burundi,flag-burundi,/flag-burundi
flags,Africa,🇧🇯,Flag: Benin,flag-benin,/flag-benin
flags,Africa,🇧🇼,Flag: Botswana,flag-botswana,/flag-botswana
flags,Africa,🇨🇩,Flag: Congo - Kinshasa,flag-congo-kinshasa,/flag-congo-kinshasa
flags,Africa,🇨🇫,Flag: Central African Republic,flag-central-african-republic,/flag-central-african-republic
flags,Africa,🇨🇬,Flag: Congo - Brazzaville,flag-congo-brazzaville,/flag-congo-brazzaville
flags,Africa,🇨🇮,Flag: Côte d’Ivoire,flag-cote-divoire,/flag-cote-divoire
flags,Africa,🇨🇲,Flag: Cameroon,flag-cameroon,/flag-cameroon
flags,Africa,🇨🇻,Flag: Cape Verde,flag-cape-verde,/flag-cape-verde
flags,Africa,🇩🇯,Flag: Djibouti,flag-djibouti,/flag-djibouti
flags,Africa,🇩🇿,Flag: Algeria,flag-algeria,/flag-algeria
flags,Africa,🇪🇬,Flag: Egypt,flag-egypt,/flag-egypt
flags,Africa,🇪🇭,Flag: Western Sahara,flag-western-sahara,/flag-western-sahara
flags,Africa,🇪🇷,Flag: Eritrea,flag-eritrea,/flag-eritrea
flags,Africa,🇪🇹,Flag: Ethiopia,flag-ethiopia,/flag-ethiopia
flags,Africa,🇬🇦,Flag: Gabon,flag-gabon,/flag-gabon
flags,Africa,🇬🇭,Flag: Ghana,flag-ghana,/flag-ghana
flags,Africa,🇬🇲,Flag: Gambia,flag-gambia,/flag-gambia
flags,Africa,🇬🇳,Flag: Guinea,flag-guinea,/flag-guinea
flags,Africa,🇬🇶,Flag: Equatorial Guinea,flag-equatorial-guinea,/flag-equatorial-guinea
flags,Africa,🇬🇼,Flag: Guinea-Bissau,flag-guinea-bissau,/flag-guinea-bissau
flags,Africa,🇰🇪,Flag: Kenya,flag-kenya,/flag-kenya
flags,Africa,🇰🇲,Flag: Comoros,flag-comoros,/flag-comoros
flags,Africa,🇱🇷,Flag: Liberia,flag-liberia,/flag-liberia
flags,Africa,🇱🇸,Flag: Lesotho,flag-lesotho,/flag-lesotho
flags,Africa,🇱🇾,Flag: Libya,flag-libya,/flag-libya
flags,Africa,🇲🇦,Flag: Morocco,flag-morocco,/flag-morocco
flags,Africa,🇲🇬,Flag: Madagascar,flag-madagascar,/flag-madagascar
flags,Africa,🇲🇱,Flag: Mali,flag-mali,/flag-mali
flags,Africa,🇲🇷,Flag: Mauritania,flag-mauritania,/flag-mauritania
flags,Africa,🇲🇺,Flag: Mauritius,flag-mauritius,/flag-mauritius
flags,Africa,🇲🇼,Flag: Malawi,flag-malawi,/flag-malawi
flags,Africa,🇲🇿,Flag: Mozambique,flag-mozambique,/flag-mozambique
flags,Africa,🇳🇦,Flag: Namibia,flag-namibia,/flag-namibia
flags,Africa,🇳🇪,Flag: Niger,flag-niger,/flag-niger
flags,Africa,🇳🇬,Flag: Nigeria,flag-nigeria,/flag-nigeria
flags,Africa,🇷🇼,Flag: Rwanda,flag-rwanda,/flag-rwanda
flags,Africa,🇸🇨,Flag: Seychelles,flag-seychelles,/flag-seychelles
flags,Africa,🇸🇩,Flag: Sudan,flag-sudan,/flag-sudan
flags,Africa,🇸🇱,Flag: Sierra Leone,flag-sierra-leone,/flag-sierra-leone
flags,Africa,🇸🇳,Flag: Senegal,flag-senegal,/flag-senegal
flags,Africa,🇸🇴,Flag: Somalia,flag-somalia,/flag-somalia
flags,Africa,🇸🇸,Flag: South Sudan,flag-south-sudan,/flag-south-sudan
flags,Africa,🇸🇿,Flag: Eswatini,flag-eswatini,/flag-eswatini
flags,Africa,🇹🇩,Flag: Chad,flag-chad,/flag-chad
flags,Africa,🇹🇬,Flag: Togo,flag-togo,/flag-togo
flags,Africa,🇹🇳,Flag: Tunisia,flag-tunisia,/flag-tunisia
flags,Africa,🇹🇿,Flag: Tanzania,flag-tanzania,/flag-tanzania
flags,Africa,🇺🇬,Flag: Uganda,flag-uganda,/flag-uganda
flags,Africa,🇿🇦,Flag: South Africa,flag-south-africa,/flag-south-africa
flags,Africa,🇿🇲,Flag: Zambia,flag-zambia,/flag-zambia
flags,Africa,🇿🇼,Flag: Zimbabwe,flag-zimbabwe,/flag-zimbabwe
flags,The Americas,🇦🇬,Flag: Antigua & Barbuda,flag-antigua-barbuda,/flag-antigua-barbuda
flags,The Americas,🇦🇮,Flag: Anguilla,flag-anguilla,/flag-anguilla
flags,The Americas,🇦🇷,Flag: Argentina,flag-argentina,/flag-argentina
flags,The Americas,🇦🇼,Flag: Aruba,flag-aruba,/flag-aruba
flags,The Americas,🇧🇧,Flag: Barbados,flag-barbados,/flag-barbados
flags,The Americas,🇧🇱,Flag: St. Barthélemy,flag-st-barthelemy,/flag-st-barthelemy
flags,The Americas,🇧🇲,Flag: Bermuda,flag-bermuda,/flag-bermuda
flags,The Americas,🇧🇴,Flag: Bolivia,flag-bolivia,/flag-bolivia
flags,The Americas,🇧🇶,Flag: Caribbean Netherlands,flag-caribbean-netherlands,/flag-caribbean-netherlands
flags,The Americas,🇧🇷,Flag: Brazil,flag-brazil,/flag-brazil
flags,The Americas,🇧🇸,Flag: Bahamas,flag-bahamas,/flag-bahamas
flags,The Americas,🇧🇿,Flag: Belize,flag-belize,/flag-belize
flags,The Americas,🇨🇦,Flag: Canada,flag-canada,/flag-canada
flags,The Americas,🇨🇱,Flag: Chile,flag-chile,/flag-chile
flags,The Americas,🇨🇴,Flag: Colombia,flag-colombia,/flag-colombia
flags,The Americas,🇨🇷,Flag: Costa Rica,flag-costa-rica,/flag-costa-rica
flags,The Americas,🇨🇺,Flag: Cuba,flag-cuba,/flag-cuba
flags,The Americas,🇨🇼,Flag: Curaçao,flag-curacao,/flag-curacao
flags,The Americas,🇩🇲,Flag: Dominica,flag-dominica,/flag-dominica
flags,The Americas,🇩🇴,Flag: Dominican Republic,flag-dominican-republic,/flag-dominican-republic
flags,The Americas,🇪🇨,Flag: Ecuador,flag-ecuador,/flag-ecuador
flags,The Americas,🇫🇰,Flag: Falkland Islands,flag-falkland-islands,/flag-falkland-islands
flags,The Americas,🇬🇩,Flag: Grenada,flag-grenada,/flag-grenada
flags,The Americas,🇬🇫,Flag: French Guiana,flag-french-guiana,/flag-french-guiana
flags,The Americas,🇬🇵,Flag: Guadeloupe,flag-guadeloupe,/flag-guadeloupe
flags,The Americas,🇬🇹,Flag: Guatemala,flag-guatemala,/flag-guatemala
flags,The Americas,🇬🇾,Flag: Guyana,flag-guyana,/flag-guyana
flags,The Americas,🇭🇳,Flag: Honduras,flag-honduras,/flag-honduras
flags,The Americas,🇭🇹,Flag: Haiti,flag-haiti,/flag-haiti
flags,The Americas,🇯🇲,Flag: Jamaica,flag-jamaica,/flag-jamaica
flags,The Americas,🇰🇳,Flag: St. Kitts & Nevis,flag-st-kitts-nevis,/flag-st-kitts-nevis
flags,The Americas,🇰🇾,Flag: Cayman Islands,flag-cayman-islands,/flag-cayman-islands
flags,The Americas,🇱🇨,Flag: St. Lucia,flag-st-lucia,/flag-st-lucia
flags,The Americas,🇲🇫,Flag: St. Martin,flag-st-martin,/flag-st-martin
flags,The Americas,🇲🇶,Flag: Martinique,flag-martinique,/flag-martinique
flags,The Americas,🇲🇸,Flag: Montserrat,flag-montserrat,/flag-montserrat
flags,The Americas,🇲🇽,Flag: Mexico,flag-mexico,/flag-mexico
flags,The Americas,🇳🇮,Flag: Nicaragua,flag-nicaragua,/flag-nicaragua
flags,The Americas,🇵🇦,Flag: Panama,flag-panama,/flag-panama
flags,The Americas,🇵🇪,Flag: Peru,flag-peru,/flag-peru
flags,The Americas,🇵🇲,Flag: St. Pierre & Miquelon,flag-st-pierre-miquelon,/flag-st-pierre-miquelon
flags,The Americas,🇵🇷,Flag: Puerto Rico,flag-puerto-rico,/flag-puerto-rico
flags,The Americas,🇵🇾,Flag: Paraguay,flag-paraguay,/flag-paraguay
flags,The Americas,🇸🇷,Flag: Suriname,flag-suriname,/flag-suriname
flags,The Americas,🇸🇻,Flag: El Salvador,flag-el-salvador,/flag-el-salvador
flags,The Americas,🇸🇽,Flag: Sint Maarten,flag-sint-maarten,/flag-sint-maarten
flags,The Americas,🇹🇨,Flag: Turks & Caicos Islands,flag-turks-caicos-islands,/flag-turks-caicos-islands
flags,The Americas,🇹🇹,Flag: Trinidad & Tobago,flag-trinidad-tobago,/flag-trinidad-tobago
flags,The Americas,🇺🇸,Flag: United States,flag-united-states,/flag-united-states
flags,The Americas,🇺🇾,Flag: Uruguay,flag-uruguay,/flag-uruguay
flags,The Americas,🇻🇪,Flag: Venezuela,flag-venezuela,/flag-venezuela
flags,The Americas,🇻🇬,Flag: British Virgin Islands,flag-british-virgin-islands,/flag-british-virgin-islands
flags,The Americas,🇻🇮,Flag: U.S. Virgin Islands,flag-us-virgin-islands,/flag-us-virgin-islands
flags,Asia & The Middle East,🇦🇪,Flag: United Arab Emirates,flag-united-arab-emirates,/flag-united-arab-emirates
flags,Asia & The Middle East,🇦🇫,Flag: Afghanistan,flag-afghanistan,/flag-afghanistan
flags,Asia & The Middle East,🇦🇿,Flag: Azerbaijan,flag-azerbaijan,/flag-azerbaijan
flags,Asia & The Middle East,🇧🇩,Flag: Bangladesh,flag-bangladesh,/flag-bangladesh
flags,Asia & The Middle East,🇧🇭,Flag: Bahrain,flag-bahrain,/flag-bahrain
flags,Asia & The Middle East,🇧🇳,Flag: Brunei,flag-brunei,/flag-brunei
flags,Asia & The Middle East,🇧🇹,Flag: Bhutan,flag-bhutan,/flag-bhutan
flags,Asia & The Middle East,🇨🇳,Flag: China,flag-china,/flag-china
flags,Asia & The Middle East,🇭🇰,Flag: Hong Kong SAR China,flag-hong-kong-sar-china,/flag-hong-kong-sar-china
flags,Asia & The Middle East,🇮🇩,Flag: Indonesia,flag-indonesia,/flag-indonesia
flags,Asia & The Middle East,🇮🇱,Flag: Israel,flag-israel,/flag-israel
flags,Asia & The Middle East,🇮🇳,Flag: India,flag-india,/flag-india
flags,Asia & The Middle East,🇮🇶,Flag: Iraq,flag-iraq,/flag-iraq
flags,Asia & The Middle East,🇮🇷,Flag: Iran,flag-iran,/flag-iran
flags,Asia & The Middle East,🇯🇴,Flag: Jordan,flag-jordan,/flag-jordan
flags,Asia & The Middle East,🇯🇵,Flag: Japan,flag-japan,/flag-japan
flags,Asia & The Middle East,🇰🇬,Flag: Kyrgyzstan,flag-kyrgyzstan,/flag-kyrgyzstan
flags,Asia & The Middle East,🇰🇭,Flag: Cambodia,flag-cambodia,/flag-cambodia
flags,Asia & The Middle East,🇰🇵,Flag: North Korea,flag-north-korea,/flag-north-korea
flags,Asia & The Middle East,🇰🇷,Flag: South Korea,flag-south-korea,/flag-south-korea
flags,Asia & The Middle East,🇰🇼,Flag: Kuwait,flag-kuwait,/flag-kuwait
flags,Asia & The Middle East,🇰🇿,Flag: Kazakhstan,flag-kazakhstan,/flag-kazakhstan
flags,Asia & The Middle East,🇱🇦,Flag: Laos,flag-laos,/flag-laos
flags,Asia & The Middle East,🇱🇧,Flag: Lebanon,flag-lebanon,/flag-lebanon
flags,Asia & The Middle East,🇱🇰,Flag: Sri Lanka,flag-sri-lanka,/flag-sri-lanka
flags,Asia & The Middle East,🇲🇲,Flag: Myanmar (Burma),flag-myanmar-burma,/flag-myanmar-burma
flags,Asia & The Middle East,🇲🇳,Flag: Mongolia,flag-mongolia,/flag-mongolia
flags,Asia & The Middle East,🇲🇴,Flag: Macao Sar China,flag-macao-sar-china,/flag-macao-sar-china
flags,Asia & The Middle East,🇲🇻,Flag: Maldives,flag-maldives,/flag-maldives
flags,Asia & The Middle East,🇲🇾,Flag: Malaysia,flag-malaysia,/flag-malaysia
flags,Asia & The Middle East,🇳🇵,Flag: Nepal,flag-nepal,/flag-nepal
flags,Asia & The Middle East,🇴🇲,Flag: Oman,flag-oman,/flag-oman
flags,Asia & The Middle East,🇵🇭,Flag: Philippines,flag-philippines,/flag-philippines
flags,Asia & The Middle East,🇵🇰,Flag: Pakistan,flag-pakistan,/flag-pakistan
flags,Asia & The Middle East,🇵🇸,Flag: Palestinian Territories,flag-palestinian-territories,/flag-palestinian-territories
flags,Asia & The Middle East,🇶🇦,Flag: Qatar,flag-qatar,/flag-qatar
flags,Asia & The Middle East,🇷🇺,Flag: Russia,flag-russia,/flag-russia
flags,Asia & The Middle East,🇸🇦,Flag: Saudi Arabia,flag-saudi-arabia,/flag-saudi-arabia
flags,Asia & The Middle East,🇸🇬,Flag: Singapore,flag-singapore,/flag-singapore
flags,Asia & The Middle East,🇸🇾,Flag: Syria,flag-syria,/flag-syria
flags,Asia & The Middle East,🇹🇭,Flag: Thailand,flag-thailand,/flag-thailand
flags,Asia & The Middle East,🇹🇯,Flag: Tajikistan,flag-tajikistan,/flag-tajikistan
flags,Asia & The Middle East,🇹🇱,Flag: Timor-Leste,flag-timor-leste,/flag-timor-leste
flags,Asia & The Middle East,🇹🇲,Flag: Turkmenistan,flag-turkmenistan,/flag-turkmenistan
flags,Asia & The Middle East,🇹🇷,Flag: Türkiye,flag-turkey,/flag-turkey
flags,Asia & The Middle East,🇹🇼,Flag: Taiwan,flag-taiwan,/flag-taiwan
flags,Asia & The Middle East,🇺🇿,Flag: Uzbekistan,flag-uzbekistan,/flag-uzbekistan
flags,Asia & The Middle East,🇻🇳,Flag: Vietnam,flag-vietnam,/flag-vietnam
flags,Asia & The Middle East,🇾🇪,Flag: Yemen,flag-yemen,/flag-yemen
flags,Europe,🇦🇩,Flag: Andorra,flag-andorra,/flag-andorra
flags,Europe,🇦🇱,Flag: Albania,flag-albania,/flag-albania
flags,Europe,🇦🇲,Flag: Armenia,flag-armenia,/flag-armenia
flags,Europe,🇦🇹,Flag: Austria,flag-austria,/flag-austria
flags,Europe,🇧🇦,Flag: Bosnia & Herzegovina,flag-bosnia-herzegovina,/flag-bosnia-herzegovina
flags,Europe,🇧🇪,Flag: Belgium,flag-belgium,/flag-belgium
flags,Europe,🇧🇬,Flag: Bulgaria,flag-bulgaria,/flag-bulgaria
flags,Europe,🇧🇾,Flag: Belarus,flag-belarus,/flag-belarus
flags,Europe,🇨🇭,Flag: Switzerland,flag-switzerland,/flag-switzerland
flags,Europe,🇨🇾,Flag: Cyprus,flag-cyprus,/flag-cyprus
flags,Europe,🇨🇿,Flag: Czechia,flag-czechia,/flag-czechia
flags,Europe,🇩🇪,Flag: Germany,flag-germany,/flag-germany
flags,Europe,🇩🇰,Flag: Denmark,flag-denmark,/flag-denmark
flags,Europe,🇪🇦,Flag: Ceuta & Melilla,flag-ceuta-melilla,/flag-ceuta-melilla
flags,Europe,🇪🇪,Flag: Estonia,flag-estonia,/flag-estonia
flags,Europe,🇪🇸,Flag: Spain,flag-spain,/flag-spain
flags,Europe,🇪🇺,Flag: European Union,flag-european-union,/flag-european-union
flags,Europe,🇫🇮,Flag: Finland,flag-finland,/flag-finland
flags,Europe,🇫🇷,Flag: France,flag-france,/flag-france
flags,Europe,🇬🇧,Flag: United Kingdom,flag-united-kingdom,/flag-united-kingdom
flags,Europe,🇬🇪,Flag: Georgia,flag-georgia,/flag-georgia
flags,Europe,🇬🇬,Flag: Guernsey,flag-guernsey,/flag-guernsey
flags,Europe,🇬🇮,Flag: Gibraltar,flag-gibraltar,/flag-gibraltar
flags,Europe,🇬🇷,Flag: Greece,flag-greece,/flag-greece
flags,Europe,🇭🇷,Flag: Croatia,flag-croatia,/flag-croatia
flags,Europe,🇭🇺,Flag: Hungary,flag-hungary,/flag-hungary
flags,Europe,🇮🇪,Flag: Ireland,flag-ireland,/flag-ireland
flags,Europe,🇮🇲,Flag: Isle of Man,flag-isle-of-man,/flag-isle-of-man
flags,Europe,🇮🇸,Flag: Iceland,flag-iceland,/flag-iceland
flags,Europe,🇮🇹,Flag: Italy,flag-italy,/flag-italy
flags,Europe,🇯🇪,Flag: Jersey,flag-jersey,/flag-jersey
flags,Europe,🇱🇮,Flag: Liechtenstein,flag-liechtenstein,/flag-liechtenstein
flags,Europe,🇱🇹,Flag: Lithuania,flag-lithuania,/flag-lithuania
flags,Europe,🇱🇺,Flag: Luxembourg,flag-luxembourg,/flag-luxembourg
flags,Europe,🇱🇻,Flag: Latvia,flag-latvia,/flag-latvia
flags,Europe,🇲🇨,Flag: Monaco,flag-monaco,/flag-monaco
flags,Europe,🇲🇩,Flag: Moldova,flag-moldova,/flag-moldova
flags,Europe,🇲🇪,Flag: Montenegro,flag-montenegro,/flag-montenegro
flags,Europe,🇲🇰,Flag: North Macedonia,flag-north-macedonia,/flag-north-macedonia
flags,Europe,🇲🇹,Flag: Malta,flag-malta,/flag-malta
flags,Europe,🇳🇱,Flag: Netherlands,flag-netherlands,/flag-netherlands
flags,Europe,🇳🇴,Flag: Norway,flag-norway,/flag-norway
flags,Europe,🇵🇱,Flag: Poland,flag-poland,/flag-poland
flags,Europe,🇵🇹,Flag: Portugal,flag-portugal,/flag-portugal
flags,Europe,🇷🇴,Flag: Romania,flag-romania,/flag-romania
flags,Europe,🇷🇸,Flag: Serbia,flag-serbia,/flag-serbia
flags,Europe,🇷🇺,Flag: Russia,flag-russia,/flag-russia
flags,Europe,🇸🇪,Flag: Sweden,flag-sweden,/flag-sweden
