Group,Subgroup,Emoji,Title,DescribedBy,URL
flags,Europe,🇸🇮,Flag: Slovenia,flag-slovenia,/flag-slovenia
flags,Europe,🇸🇰,Flag: Slovakia,flag-slovakia,/flag-slovakia
flags,Europe,🇸🇲,Flag: San Marino,flag-san-marino,/flag-san-marino
flags,Europe,🇺🇦,Flag: Ukraine,flag-ukraine,/flag-ukraine
flags,Europe,🇻🇦,Flag: Vatican City,flag-vatican-city,/flag-vatican-city
flags,Europe,🇽🇰,Flag: Kosovo,flag-kosovo,/flag-kosovo
flags,Europe,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Flag: England,flag-england,/flag-england
flags,Europe,🏴󠁧󠁢󠁳󠁣󠁴󠁿,Flag: Scotland,flag-scotland,/flag-scotland
flags,Europe,🏴󠁧󠁢󠁷󠁬󠁳󠁿,Flag: Wales,flag-wales,/flag-wales
flags,"Oceania, Island Nations & Territories",🇦🇨,Flag: Ascension Island,flag-ascension-island,/flag-ascension-island
flags,"Oceania, Island Nations & Territories",🇦🇶,Flag: Antarctica,flag-antarctica,/flag-antarctica
flags,"Oceania, Island Nations & Territories",🇦🇸,Flag: American Samoa,flag-american-samoa,/flag-american-samoa
flags,"Oceania, Island Nations & Territories",🇦🇺,Flag: Australia,flag-australia,/flag-australia
flags,"Oceania, Island Nations & Territories",🇦🇽,Flag: Åland Islands,flag-aland-islands,/flag-aland-islands
flags,"Oceania, Island Nations & Territories",🇧🇻,Flag: Bouvet Island,flag-bouvet-island,/flag-bouvet-island
flags,"Oceania, Island Nations & Territories",🇨🇨,Flag: Cocos (Keeling) Islands,flag-cocos-keeling-islands,/flag-cocos-keeling-islands
flags,"Oceania, Island Nations & Territories",🇨🇰,Flag: Cook Islands,flag-cook-islands,/flag-cook-islands
flags,"Oceania, Island Nations & Territories",🇨🇵,Flag: Clipperton Island,flag-clipperton-island,/flag-clipperton-island
flags,"Oceania, Island Nations & Territories",🇨🇽,Flag: Christmas Island,flag-christmas-island,/flag-christmas-island
flags,"Oceania, Island Nations & Territories",🇩🇬,Flag: Diego Garcia,flag-diego-garcia,/flag-diego-garcia
flags,"Oceania, Island Nations & Territories",🇫🇯,Flag: Fiji,flag-fiji,/flag-fiji
flags,"Oceania, Island Nations & Territories",🇫🇲,Flag: Micronesia,flag-micronesia,/flag-micronesia
flags,"Oceania, Island Nations & Territories",🇬🇱,Flag: Greenland,flag-greenland,/flag-greenland
flags,"Oceania, Island Nations & Territories",🇬🇸,Flag: South Georgia & South Sandwich Islands,flag-south-georgia-south-sandwich-islands,/flag-south-georgia-south-sandwich-islands
flags,"Oceania, Island Nations & Territories",🇬🇺,Flag: Guam,flag-guam,/flag-guam
flags,"Oceania, Island Nations & Territories",🇭🇲,Flag: Heard & McDonald Islands,flag-heard-mcdonald-islands,/flag-heard-mcdonald-islands
flags,"Oceania, Island Nations & Territories",🇮🇨,Flag: Canary Islands,flag-canary-islands,/flag-canary-islands
flags,"Oceania, Island Nations & Territories",🇮🇴,Flag: British Indian Ocean Territory,flag-british-indian-ocean-territory,/flag-british-indian-ocean-territory
flags,"Oceania, Island Nations & Territories",🇰🇮,Flag: Kiribati,flag-kiribati,/flag-kiribati
flags,"Oceania, Island Nations & Territories",🇲🇭,Flag: Marshall Islands,flag-marshall-islands,/flag-marshall-islands
flags,"Oceania, Island Nations & Territories",🇲🇵,Flag: Northern Mariana Islands,flag-northern-mariana-islands,/flag-northern-mariana-islands
flags,"Oceania, Island Nations & Territories",🇳🇨,Flag: New Caledonia,flag-new-caledonia,/flag-new-caledonia
flags,"Oceania, Island Nations & Territories",🇳🇫,Flag: Norfolk Island,flag-norfolk-island,/flag-norfolk-island
flags,"Oceania, Island Nations & Territories",🇳🇷,Flag: Nauru,flag-nauru,/flag-nauru
flags,"Oceania, Island Nations & Territories",🇳🇺,Flag: Niue,flag-niue,/flag-niue
flags,"Oceania, Island Nations & Territories",🇳🇿,Flag: New Zealand,flag-new-zealand,/flag-new-zealand
flags,"Oceania, Island Nations & Territories",🇵🇫,Flag: French Polynesia,flag-french-polynesia,/flag-french-polynesia
flags,"Oceania, Island Nations & Territories",🇵🇬,Flag: Papua New Guinea,flag-papua-new-guinea,/flag-papua-new-guinea
flags,"Oceania, Island Nations & Territories",🇵🇳,Flag: Pitcairn Islands,flag-pitcairn-islands,/flag-pitcairn-islands
flags,"Oceania, Island Nations & Territories",🇵🇼,Flag: Palau,flag-palau,/flag-palau
flags,"Oceania, Island Nations & Territories",🇷🇪,Flag: Réunion,flag-reunion,/flag-reunion
flags,"Oceania, Island Nations & Territories",🇸🇧,Flag: Solomon Islands,flag-solomon-islands,/flag-solomon-islands
flags,"Oceania, Island Nations & Territories",🇸🇭,Flag: St. Helena,flag-st-helena,/flag-st-helena
flags,"Oceania, Island Nations & Territories",🇸🇯,Flag: Svalbard & Jan Mayen,flag-svalbard-jan-mayen,/flag-svalbard-jan-mayen
flags,"Oceania, Island Nations & Territories",🇸🇹,Flag: São Tomé & Príncipe,flag-sao-tome-principe,/flag-sao-tome-principe
flags,"Oceania, Island Nations & Territories",🇹🇦,Flag: Tristan Da Cunha,flag-tristan-da-cunha,/flag-tristan-da-cunha
flags,"Oceania, Island Nations & Territories",🇹🇫,Flag: French Southern Territories,flag-french-southern-territories,/flag-french-southern-territories
flags,"Oceania, Island Nations & Territories",🇹🇰,Flag: Tokelau,flag-tokelau,/flag-tokelau
flags,"Oceania, Island Nations & Territories",🇹🇴,Flag: Tonga,flag-tonga,/flag-tonga
flags,"Oceania, Island Nations & Territories",🇹🇻,Flag: Tuvalu,flag-tuvalu,/flag-tuvalu
flags,"Oceania, Island Nations & Territories",🇺🇲,Flag: U.S. Outlying Islands,flag-us-outlying-islands,/flag-us-outlying-islands
flags,"Oceania, Island Nations & Territories",🇻🇨,Flag: St. Vincent & Grenadines,flag-st-vincent-grenadines,/flag-st-vincent-grenadines
flags,"Oceania, Island Nations & Territories",🇻🇺,Flag: Vanuatu,flag-vanuatu,/flag-vanuatu
flags,"Oceania, Island Nations & Territories",🇼🇫,Flag: Wallis & Futuna,flag-wallis-futuna,/flag-wallis-futuna
flags,"Oceania, Island Nations & Territories",🇼🇸,Flag: Samoa,flag-samoa,/flag-samoa
flags,"Oceania, Island Nations & Territories",🇾🇹,Flag: Mayotte,flag-mayotte,/flag-mayotte
